"date","yday","bikes","cars","trucks","others","tempmin","tempmax","temp","humidity","tempdew","cloudiness","rain","sunshine","wind","windmax"
2023-10-11,283,264,2101,322,1,18.8,23.6,21.27,47,9.54,94,0,426,5.88,8.2
2023-10-12,284,6,1630,295,0,12.1,20.4,15.34,82,11.85,99,6.8,0,2.66,5.8
2023-10-13,285,56,1768,209,0,12.2,22.2,18.2,75,13.52,87,0.1,260,4.15,8.2
2023-10-14,286,69,1793,49,0,7.5,18.8,13.22,70,7.82,80,11.6,412,4.9,9.6
2023-10-15,287,19,1888,12,0,6.1,9,7.42,70,2.3,41,0.4,314,4.9,7
2023-10-16,288,8,1644,200,0,5.1,10,7.05,77,3.3,71,0.1,90,2.88,4.6
2023-10-17,289,44,2209,262,2,3.1,9.9,6.39,85,3.96,61,0,218,1.53,3.1
2023-10-18,290,25,2247,266,0,-0.2,10.5,5.61,80,2.39,79,0,387,2.42,4.5
2023-10-19,291,19,1691,287,1,5.9,10.7,7.89,93,6.84,99,11.7,0,2.47,4.4
2023-10-20,292,5,1812,160,1,6.6,9.6,7.38,97,6.91,99,13.3,0,3.32,5.9
2023-10-21,293,41,1979,57,0,7.5,17.1,11.54,84,8.65,71,0.7,345,2.65,5.6
2023-10-22,294,52,2285,17,0,9.5,14.3,11.72,77,7.72,89,0,162,2.33,4.8
2023-10-23,295,52,2122,219,2,8,14.4,10.78,87,8.55,92,0,111,1.46,3
2023-10-24,296,8,1987,308,1,10.3,13.9,11.77,84,9.2,98,0.9,0,2.43,6.1
2023-10-25,297,18,2371,288,0,5.5,13.7,9.84,82,6.8,91,1.1,387,2.35,5.6
2023-10-26,298,2,1849,272,1,8,11.8,10.21,86,7.94,89,2.2,120,1.56,4.3
2023-10-27,299,2,1943,198,0,4,10.1,7.78,93,6.68,99,4.7,0,1.05,1.8
2023-10-28,300,29,1965,61,2,7.3,12.7,10.43,83,7.62,92,1.7,36,2.59,4.5
2023-10-29,301,15,2228,16,0,10.5,15.1,12.5,78,8.81,96,6.5,80,5.84,9.6
2023-10-30,302,52,1939,167,1,11.4,15.4,12.7,74,8.15,99,0,107,3.81,6.5
2023-10-31,303,90,1742,16,0,10.3,12.1,11.19,77,7.22,83,1.5,172,4.59,9.1
2023-11-01,304,3,1568,252,3,7.9,13.9,11.31,80,8.02,99,0.5,48,3.33,6
2023-11-02,305,1,1493,243,1,9.4,13.2,11.16,71,5.97,91,0,2,5.06,11.8
2023-11-03,306,14,1727,212,1,7.6,10.9,9.28,67,3.5,77,0,270,2.94,7.1
2023-11-04,307,8,1485,53,2,6.5,10.8,7.88,72,3.07,74,1.2,200,4.31,7.2
2023-11-05,308,2,1192,14,1,8.6,11.6,9.9,80,6.5,96,2.5,33,4.54,8.9
2023-11-06,309,2,1198,210,4,9,12.4,10.17,70,4.86,70,1.1,175,4.64,9.6
2023-11-07,310,1,1320,288,4,8.2,11.1,9.33,72,4.59,65,0.3,39,3,4.9
2023-11-08,311,0,1332,300,1,7.8,10.5,8.83,71,3.81,85,0,187,3.71,6.6
2023-11-09,312,0,1317,284,3,7.8,10.1,8.84,78,5.11,98,0.1,71,5.13,9.9
2023-11-10,313,1,1713,227,2,6.8,9.2,7.78,72,3.05,85,0,77,3.97,8.4
2023-11-11,314,3,1209,74,1,4.9,7.5,6.29,80,3.12,97,6.1,94,2.83,5.3
2023-11-12,315,8,2005,11,0,4.3,8.7,6.57,70,1.41,88,0.2,223,3.33,6.1
2023-11-13,316,0,1210,236,1,0.3,12.2,6.17,80,2.95,78,5.4,0,4.37,9.3
2023-11-14,317,0,1202,257,4,9,12,11.02,70,5.78,87,2.2,110,7.43,9.8
2023-11-15,318,0,1233,245,2,7,9.9,8.45,82,5.48,89,4.4,16,4.08,6.9
2023-11-16,319,6,1299,264,1,1.2,8.5,6.32,78,2.63,85,0.1,138,3.2,5.4
2023-11-17,320,1,1655,217,2,1.7,6.7,4.41,78,0.8,92,0.7,155,4.74,6.4
2023-11-18,321,8,1477,69,2,0.4,7.1,4,84,1.5,91,3.9,160,3.06,9.2
2023-11-19,322,4,1689,11,0,4.4,12.2,10.15,74,5.64,70,1.1,255,6.39,10.8
2023-11-20,323,0,1146,196,0,7.7,11.3,10,76,5.94,89,1.4,59,4.83,7.2
2023-11-21,324,0,1292,248,4,1.7,8,5.37,85,2.95,100,2,0,2.52,3.8
2023-11-22,325,0,1342,252,0,-2.5,5.2,-0.08,79,-3.51,76,0,144,1.82,3.9
2023-11-23,326,0,1114,259,2,6.3,10.9,8.83,77,4.95,77,3.8,179,8.87,11.5
2023-11-24,327,0,1382,153,2,0.7,6.8,4.04,77,0.32,89,5.5,94,7.55,9.1
2023-11-25,328,2,1326,46,5,0.2,3.3,1.94,82,-0.91,92,1.8,1,5.42,8.8
2023-11-26,329,0,1972,23,3,0.1,4,2.19,79,-1.14,93,2,53,2.58,5.8
2023-11-27,330,0,1091,145,10,-0.1,3.6,2.08,89,0.47,89,5.4,0,2.3,4.7
2023-11-28,331,0,990,155,2,-5.5,-0.3,-2.37,92,-3.5,95,16.8,0,2.62,4.2
2023-11-29,332,0,1011,189,0,-5.4,1.7,-0.92,76,-4.71,96,0.2,12,3.92,8.1
2023-11-30,333,0,1377,185,4,-7.7,-0.7,-4.51,89,-6.13,95,0.5,54,0.78,1.4
